"Início dos relatórios","Término dos relatórios","Nome do anúncio",Idade,Alcance,Impressões,"Cliques (todos)","Engajamento com a Página","Valor usado (BRL)"
2023-10-06,2023-10-06,"50 MIX",55-64,41,44,2,,0.72
2022-11-12,2022-11-12,VIDEOS,45-54,204,222,2,71,4.27
2023-10-06,2023-10-06,"50 MIX",45-54,34,37,1,,0.53
2022-11-12,2022-11-12,VIDEOS,35-44,620,680,3,199,12.56
2023-10-06,2023-10-06,"50 MIX",35-44,64,68,4,,0.84
2022-11-12,2022-11-12,VIDEOS,18-24,129,137,2,37,1.91
2023-10-06,2023-10-06,"50 MIX",18-24,19,20,0,,0.13
2022-11-12,2022-11-12,"COMBOS MIX NOVO",45-54,171,180,5,3,3.71
2023-10-06,2023-10-06,"50 SALMÃO",25-34,143,160,1,,1.58
2022-11-12,2022-11-12,"COMBOS MIX NOVO",35-44,597,642,7,3,11.2
2023-10-05,2023-10-05,"50 MIX",35-44,51,53,2,,0.87
2022-11-12,2022-11-12,"COMBOS MIX NOVO",18-24,195,203,0,,1.33
2023-10-05,2023-10-05,"50 MIX",18-24,11,13,1,1,0.13
2022-11-11,2022-11-11,VIDEOS,35-44,1,1,0,,0
2023-10-05,2023-10-05,"50 SALMÃO",18-24,26,29,2,,0.47
2022-11-11,2022-11-11,VIDEOS,25-34,2,2,0,,0.01
2023-10-04,2023-10-04,"50 MIX",55-64,24,28,0,,1.13
2022-11-11,2022-11-11,VIDEOS,18-24,1,1,0,,0
2023-10-04,2023-10-04,"50 MIX",45-54,18,19,1,,0.86
2022-11-10,2022-11-10,VIDEOS,45-54,2,2,0,1,0
2023-10-04,2023-10-04,"50 MIX",35-44,19,22,0,,0.71
2022-11-10,2022-11-10,VIDEOS,35-44,4,4,1,1,1.1
2023-10-04,2023-10-04,"50 MIX",25-34,23,25,1,,0.57
2022-11-10,2022-11-10,VIDEOS,25-34,6,6,0,3,0.12
2023-10-04,2023-10-04,"50 MIX",18-24,4,4,0,,0.03
2022-11-10,2022-11-10,VIDEOS,18-24,4,5,0,,0.01
2023-10-04,2023-10-04,"50 SALMÃO",25-34,88,102,1,,1.66
2022-11-10,2022-11-10,"COMBOS MIX NOVO",45-54,728,825,11,9,18.15
2023-10-04,2023-10-04,"50 SALMÃO",18-24,32,41,3,,0.49
2022-11-10,2022-11-10,"COMBOS MIX NOVO",25-34,2754,2928,33,18,31.67
2023-09-30,2023-09-30,"50 SALMÃO",18-24,39,46,2,,0.77
2022-11-10,2022-11-10,"COMBOS MIX NOVO",18-24,756,841,7,7,6.5
2023-09-28,2023-09-28,"50 SALMÃO",25-34,84,91,1,,1.28
2022-11-09,2022-11-09,VIDEOS,45-54,2,2,0,,0
2023-09-28,2023-09-28,"50 SALMÃO",18-24,28,31,1,,0.27
2022-11-09,2022-11-09,VIDEOS,25-34,1,1,0,,0.02
2023-09-27,2023-09-27,"50 SALMÃO",65+,82,90,1,,3.66
2022-11-09,2022-11-09,VIDEOS,18-24,1,1,0,,0
2023-09-27,2023-09-27,"50 SALMÃO",45-54,156,174,10,1,5.26
2022-11-09,2022-11-09,"COMBOS MIX NOVO",35-44,1694,1777,19,14,24.64
2023-09-27,2023-09-27,"50 SALMÃO",18-24,30,35,0,,0.52
2022-11-09,2022-11-09,"COMBOS MIX NOVO",18-24,464,485,5,2,2.69
2023-09-26,2023-09-26,"50 SALMÃO",55-64,55,60,2,,0.83
2022-11-08,2022-11-08,VIDEOS,35-44,1,1,0,1,0
2023-09-26,2023-09-26,"50 SALMÃO",25-34,56,62,1,,0.48
2022-11-08,2022-11-08,VIDEOS,25-34,2,2,0,,0
2023-09-26,2023-09-26,"50 SALMÃO",18-24,20,22,0,,0.1
2022-11-08,2022-11-08,VIDEOS,18-24,3,3,0,1,0
2023-09-25,2023-09-25,"50 MIX + REFRI",65+,51,54,1,1,0.69
2022-11-08,2022-11-08,"COMBOS MIX NOVO",18-24,736,836,9,8,5.17
2023-09-25,2023-09-25,"50 MIX + REFRI",55-64,72,74,0,,1.31
2022-11-07,2022-11-07,VIDEOS,45-54,1,1,0,1,0.01
2023-09-25,2023-09-25,"50 MIX + REFRI",45-54,108,114,0,,3.38
2022-11-07,2022-11-07,VIDEOS,35-44,2,2,0,,0
2023-09-25,2023-09-25,"50 MIX + REFRI",35-44,196,199,3,1,4.16
2022-11-07,2022-11-07,VIDEOS,25-34,1,1,0,,0
2023-09-25,2023-09-25,"50 MIX + REFRI",25-34,251,262,1,3,3.4
2022-11-07,2022-11-07,"COMBOS MIX NOVO",25-34,937,1016,10,7,8.41
2023-09-25,2023-09-25,"50 MIX + REFRI",18-24,140,145,1,,1.08
2022-11-07,2022-11-07,"COMBOS MIX NOVO",18-24,274,297,3,,1.42
2023-09-23,2023-09-23,"50 MIX + REFRI",65+,56,58,0,1,1.81
2022-11-05,2022-11-05,VIDEOS,45-54,2,2,1,,0.02
2023-09-23,2023-09-23,"50 MIX + REFRI",55-64,91,97,1,1,1.7
2022-11-05,2022-11-05,VIDEOS,35-44,4,4,0,,0.11
2023-09-23,2023-09-23,"50 MIX + REFRI",45-54,123,126,3,3,1.86
2022-11-05,2022-11-05,VIDEOS,25-34,7,7,0,2,0.02
2023-09-23,2023-09-23,"50 MIX + REFRI",35-44,191,200,1,1,3.04
2022-11-05,2022-11-05,VIDEOS,18-24,3,3,0,1,0.01
2023-09-23,2023-09-23,"50 MIX + REFRI",25-34,260,266,2,1,3.72
2022-11-05,2022-11-05,"COMBOS MIX NOVO",35-44,1237,1393,13,7,19.21
2023-09-23,2023-09-23,"50 MIX + REFRI",18-24,170,176,4,,1.32
2022-11-05,2022-11-05,"COMBOS MIX NOVO",25-34,1295,1478,26,13,13.42
2023-09-22,2023-09-22,"50 MIX + REFRI",65+,41,43,1,1,1.568476
2022-11-05,2022-11-05,"COMBOS MIX NOVO",18-24,386,427,1,2,2.26
2023-09-22,2023-09-22,"50 MIX + REFRI",55-64,53,56,2,2,1.258777
2022-11-04,2022-11-04,VIDEOS,35-44,6,6,0,1,0.02
2023-09-22,2023-09-22,"50 MIX + REFRI",45-54,88,101,0,1,2.537534
2022-11-04,2022-11-04,VIDEOS,25-34,6,6,0,2,0.03
2023-09-22,2023-09-22,"50 MIX + REFRI",35-44,88,94,1,,1.828223
2022-11-04,2022-11-04,VIDEOS,18-24,1,1,0,,0.02
2023-09-22,2023-09-22,"50 MIX + REFRI",25-34,123,126,1,,2.087971
2022-11-03,2022-11-03,VIDEOS,45-54,1,1,0,1,0
2023-09-22,2023-09-22,"50 MIX + REFRI",18-24,70,71,1,,1.009019
2022-11-03,2022-11-03,VIDEOS,35-44,10,12,0,1,0.15
2023-09-21,2023-09-21,"50 MIX + REFRI",45-54,98,112,0,,2.08
2022-11-03,2022-11-03,VIDEOS,25-34,9,9,0,,0.04
2023-09-21,2023-09-21,"50 MIX + REFRI",25-34,140,150,2,2,2
2022-11-03,2022-11-03,VIDEOS,18-24,3,3,0,,0.01
2023-09-21,2023-09-21,"50 MIX + REFRI",18-24,105,111,0,,0.78
2022-11-02,2022-11-02,VIDEOS,45-54,5,5,0,1,0.11
2023-09-21,2023-09-21,"ACEVICHADO ROLL",65+,43,44,3,3,0.73
2022-11-02,2022-11-02,VIDEOS,35-44,11,13,0,2,0.34
2023-09-21,2023-09-21,"ACEVICHADO ROLL",55-64,38,39,0,,0.69
2022-11-02,2022-11-02,VIDEOS,25-34,12,13,0,1,0.12
2023-09-21,2023-09-21,"ACEVICHADO ROLL",45-54,31,32,1,1,0.45
2022-11-02,2022-11-02,VIDEOS,18-24,5,6,0,,0.02
2023-09-21,2023-09-21,"ACEVICHADO ROLL",35-44,45,47,3,2,1.2
2022-11-02,2022-11-02,"COMBOS MIX NOVO",18-24,1160,1358,12,10,5.25
2023-09-21,2023-09-21,"ACEVICHADO ROLL",25-34,39,45,1,,0.32
2022-11-02,2022-11-02,"COMBOS MIX NOVO",13-17,0,1,0,,0.01
2023-09-21,2023-09-21,"ACEVICHADO ROLL",18-24,19,20,0,,0.13
2022-11-01,2022-11-01,VIDEOS,45-54,11,12,0,4,0.25
2023-09-20,2023-09-20,"50 MIX + REFRI",65+,19,24,0,1,0.78
2022-11-01,2022-11-01,VIDEOS,35-44,41,44,0,7,0.34
2023-09-20,2023-09-20,"50 MIX + REFRI",55-64,26,27,0,,1.35
2022-11-01,2022-11-01,VIDEOS,25-34,38,40,0,3,0.21
2023-09-20,2023-09-20,"50 MIX + REFRI",45-54,55,57,1,1,1.41
2022-11-01,2022-11-01,VIDEOS,18-24,12,14,0,2,0.17
2023-09-20,2023-09-20,"50 MIX + REFRI",35-44,66,68,1,,2.18
2022-10-29,2022-10-29,VIDEOS,45-54,6,6,0,2,0.04
2023-09-20,2023-09-20,"50 MIX + REFRI",25-34,67,69,0,,0.76
2022-10-29,2022-10-29,VIDEOS,35-44,9,9,0,2,0.14
2023-09-20,2023-09-20,"50 MIX + REFRI",18-24,39,41,0,,0.5
2022-10-29,2022-10-29,VIDEOS,25-34,5,5,0,2,0.03
2023-09-20,2023-09-20,"ACEVICHADO ROLL",65+,84,96,2,1,3.651554
2022-10-29,2022-10-29,VIDEOS,18-24,1,1,0,1,0.01
2023-09-20,2023-09-20,"ACEVICHADO ROLL",55-64,84,88,3,3,1.706054
2022-10-29,2022-10-29,"COMBOS MIX NOVO",25-34,2770,2991,31,24,26.18
2023-09-20,2023-09-20,"ACEVICHADO ROLL",45-54,113,115,2,2,3.122777
2022-10-28,2022-10-28,VIDEOS,45-54,5,5,0,1,0.11
2023-09-20,2023-09-20,"ACEVICHADO ROLL",35-44,139,144,2,1,2.613954
2022-10-28,2022-10-28,VIDEOS,35-44,9,10,0,,0.1
2023-09-20,2023-09-20,"ACEVICHADO ROLL",25-34,91,96,2,3,1.257092
2022-10-28,2022-10-28,VIDEOS,25-34,6,6,0,3,0.06
2023-09-20,2023-09-20,"ACEVICHADO ROLL",18-24,63,67,0,,0.618569
2022-10-28,2022-10-28,"COMBOS MIX NOVO",18-24,744,814,8,4,5.51
2023-09-19,2023-09-19,"50 MIX + REFRI",65+,3,3,0,,0.08
2022-10-27,2022-10-27,VIDEOS,45-54,100,101,0,31,5.6
2023-09-19,2023-09-19,"50 MIX + REFRI",55-64,4,4,0,,0.2
2022-10-27,2022-10-27,VIDEOS,35-44,312,325,4,58,8.5
2023-09-19,2023-09-19,"50 MIX + REFRI",35-44,2,2,0,,0.08
2022-10-27,2022-10-27,VIDEOS,25-34,315,332,4,59,5.42
2023-09-19,2023-09-19,"50 MIX + REFRI",18-24,1,1,0,,0.02
2022-10-27,2022-10-27,VIDEOS,18-24,95,102,0,18,1.03
2023-09-19,2023-09-19,"ACEVICHADO ROLL",55-64,45,47,2,,1.26
2022-10-27,2022-10-27,"COMBOS MIX NOVO",18-24,500,584,5,3,4.24
2023-09-19,2023-09-19,"ACEVICHADO ROLL",45-54,42,43,1,,1
2022-10-27,2022-10-27,"COMBOS MIX",45-54,25,25,1,1,0.49
2023-09-19,2023-09-19,"ACEVICHADO ROLL",35-44,40,43,1,1,0.51
2022-10-27,2022-10-27,"COMBOS MIX",25-34,64,69,1,2,0.74
2023-09-19,2023-09-19,"ACEVICHADO ROLL",25-34,29,31,0,,0.18
2022-10-27,2022-10-27,"COMBOS MIX",18-24,17,18,1,,0.2
2023-09-19,2023-09-19,"ACEVICHADO ROLL",18-24,19,19,0,,0.19
2022-10-26,2022-10-26,VIDEOS,45-54,8,8,0,4,0.06
2023-09-18,2023-09-18,"ACEVICHADO ROLL",65+,74,78,5,3,4.007502
2022-10-26,2022-10-26,VIDEOS,35-44,26,28,0,5,0.45
2023-09-18,2023-09-18,"ACEVICHADO ROLL",45-54,105,113,6,5,3.092638
2022-10-26,2022-10-26,VIDEOS,25-34,14,15,0,1,0.3
2023-09-18,2023-09-18,"ACEVICHADO ROLL",25-34,78,83,3,,1.50157
2022-10-26,2022-10-26,VIDEOS,18-24,7,8,1,4,0.04
2023-09-18,2023-09-18,"ACEVICHADO ROLL",18-24,48,48,2,,0.338102
2022-10-25,2022-10-25,"COMBOS MIX NOVO",13-17,1,1,0,,0.050005
2023-09-16,2023-09-16,"ACEVICHADO ROLL",65+,7,7,0,,0.13
2022-10-25,2022-10-25,"COMBOS MIX",45-54,61,62,0,,0.83
2023-09-16,2023-09-16,"ACEVICHADO ROLL",55-64,7,7,0,,0.07
2022-10-25,2022-10-25,"COMBOS MIX",35-44,182,186,0,,2.07
2023-09-16,2023-09-16,"ACEVICHADO ROLL",45-54,6,7,0,,0.09
2022-10-25,2022-10-25,"COMBOS MIX",25-34,180,185,1,2,1.49
2023-09-16,2023-09-16,"ACEVICHADO ROLL",35-44,7,7,0,,0.21
2022-10-25,2022-10-25,"COMBOS MIX",18-24,54,54,0,,0.31
2023-09-16,2023-09-16,"ACEVICHADO ROLL",25-34,9,9,0,,0.12
2022-10-24,2022-10-24,"COMBOS MIX NOVO",45-54,826,959,10,8,17.93
2023-09-16,2023-09-16,"ACEVICHADO ROLL",18-24,6,6,0,,0.03
2022-10-24,2022-10-24,"COMBOS MIX",45-54,105,111,0,,1.62
2023-09-15,2023-09-15,"ACEVICHADO ROLL",55-64,134,145,2,,1.76
2022-10-24,2022-10-24,"COMBOS MIX",18-24,90,98,1,,0.47
2023-09-15,2023-09-15,"ACEVICHADO ROLL",45-54,103,108,0,,0.77
2022-10-22,2022-10-22,"COMBOS MIX NOVO",18-24,660,755,7,4,5.31
2023-09-15,2023-09-15,"ACEVICHADO ROLL",35-44,82,83,1,,0.99
2022-10-22,2022-10-22,"COMBOS MIX",45-54,297,320,12,6,8.16
2023-09-15,2023-09-15,"ACEVICHADO ROLL",25-34,102,103,0,1,0.78
2022-10-22,2022-10-22,"COMBOS MIX",18-24,185,198,1,1,1.37
2023-09-15,2023-09-15,"ACEVICHADO ROLL",18-24,70,73,1,1,0.41
2022-10-22,2022-10-22,"COMBOS MIX",13-17,1,1,0,,0.01
2023-09-02,2023-09-02,"ACEVICHADO ROLL",18-24,111,114,1,,0.19
2022-10-21,2022-10-21,"COMBOS MIX NOVO",45-54,98,103,2,,2.14
2023-09-02,2023-09-02,"ACEVICHADO ROLL",35-44,143,151,1,,0.32
2022-10-21,2022-10-21,"COMBOS MIX NOVO",35-44,279,293,8,6,6.45
2023-09-02,2023-09-02,"ACEVICHADO ROLL",25-34,120,128,3,,0.29
2022-10-21,2022-10-21,"COMBOS MIX NOVO",25-34,227,238,4,2,2.97
2023-09-01,2023-09-01,"ACEVICHADO ROLL",25-34,121,126,2,,0.47
2022-10-21,2022-10-21,"COMBOS MIX NOVO",18-24,94,98,0,,0.87
2023-09-01,2023-09-01,"ACEVICHADO ROLL",18-24,87,87,0,,0.27
2022-10-21,2022-10-21,"COMBOS MIX",18-24,156,163,1,,1.32
2023-09-01,2023-09-01,"ACEVICHADO ROLL",25-34,100,106,1,,0.27
2022-10-20,2022-10-20,ACHIFADO,Unknown,0,0,0,3,0
2023-09-01,2023-09-01,"ACEVICHADO ROLL",18-24,83,85,1,,0.19
2022-10-20,2022-10-20,"COMBOS ECONÔMICOS",35-44,306,326,4,2,7.24
2023-08-31,2023-08-31,"ACEVICHADO ROLL",45-54,134,138,1,,0.72
2022-10-20,2022-10-20,"COMBOS ECONÔMICOS",25-34,267,290,3,1,4.14
2023-08-31,2023-08-31,"ACEVICHADO ROLL",35-44,116,119,0,,0.99
2022-10-19,2022-10-19,"COMBOS ECONÔMICOS",45-54,175,180,0,,4.63
2023-08-31,2023-08-31,"ACEVICHADO ROLL",25-34,117,124,1,,1.04
2022-10-19,2022-10-19,"COMBOS ECONÔMICOS",35-44,615,643,5,5,15.58
2023-08-31,2023-08-31,"ACEVICHADO ROLL",45-54,156,162,0,,0.71
2022-10-19,2022-10-19,"COMBOS ECONÔMICOS",25-34,706,730,2,1,7.76
2023-08-31,2023-08-31,"ACEVICHADO ROLL",35-44,88,91,2,,0.32
2022-10-19,2022-10-19,"COMBOS ECONÔMICOS",18-24,206,218,2,2,1.77
2023-08-31,2023-08-31,"ACEVICHADO ROLL",25-34,86,88,3,,0.21
2022-10-19,2022-10-19,"COMBOS MIX",45-54,347,358,4,3,8.21
2023-08-31,2023-08-31,"ACEVICHADO ROLL",18-24,56,57,0,,0.12
2022-10-19,2022-10-19,"COMBOS MIX",25-34,1570,1653,9,9,15.84
2023-08-30,2023-08-30,"ACEVICHADO ROLL",55-64,66,67,0,,0.6
2022-10-19,2022-10-19,"COMBOS MIX",18-24,520,551,2,1,3.25
2023-08-30,2023-08-30,"ACEVICHADO ROLL",45-54,61,63,1,,0.82
2022-10-17,2022-10-17,"COMBOS MIX",18-24,1138,1236,10,4,6.46
2023-08-30,2023-08-30,"ACEVICHADO ROLL",25-34,72,74,0,,0.78
2022-10-17,2022-10-17,ACHIFADO,45-54,144,152,2,45,1.62
2023-08-30,2023-08-30,"ACEVICHADO ROLL",18-24,56,57,0,,0.73
2022-10-17,2022-10-17,ACHIFADO,35-44,398,409,4,131,5.92
2023-08-30,2023-08-30,"ACEVICHADO ROLL",35-44,76,77,1,,0.26
2022-10-17,2022-10-17,ACHIFADO,25-34,383,411,6,115,3.44
2023-08-30,2023-08-30,"ACEVICHADO ROLL",18-24,60,63,1,,0.21
2022-10-17,2022-10-17,ACHIFADO,18-24,121,127,1,34,0.79
2023-08-28,2023-08-28,"ACEVICHADO ROLL",65+,1,1,0,,0
2022-10-15,2022-10-15,"COMBOS MIX",45-54,44,45,1,,0.58
2023-08-28,2023-08-28,"ACEVICHADO ROLL",55-64,1,1,0,,0
2022-10-15,2022-10-15,"COMBOS MIX",35-44,100,103,1,1,1.13
2023-08-28,2023-08-28,"ACEVICHADO ROLL",45-54,2,2,0,,0
2022-10-15,2022-10-15,"COMBOS MIX",25-34,88,90,3,1,0.8
2023-08-28,2023-08-28,"ACEVICHADO ROLL",25-34,1,1,0,,0
2022-10-15,2022-10-15,ACHIFADO,45-54,7,7,0,5,0.11
2023-08-28,2023-08-28,"ACEVICHADO ROLL",18-24,3,4,0,,0.02
2022-10-15,2022-10-15,ACHIFADO,35-44,28,29,0,4,0.3
2023-08-28,2023-08-28,"ACEVICHADO ROLL",65+,18,18,0,,0.04
2022-10-15,2022-10-15,ACHIFADO,25-34,25,25,0,4,0.12
2023-08-28,2023-08-28,"ACEVICHADO ROLL",55-64,24,24,0,,0.07
2022-10-15,2022-10-15,ACHIFADO,18-24,4,4,0,1,0.02
2023-08-28,2023-08-28,"ACEVICHADO ROLL",45-54,12,12,0,,0.02
2022-10-14,2022-10-14,"COMBOS MIX",25-34,2410,2719,22,10,26.05
2023-08-28,2023-08-28,"ACEVICHADO ROLL",35-44,12,12,0,,0.02
2022-10-14,2022-10-14,"COMBOS MIX",18-24,754,820,5,3,5.09
2023-08-28,2023-08-28,"ACEVICHADO ROLL",25-34,12,12,0,,0.06
2022-10-14,2022-10-14,ACHIFADO,45-54,27,28,1,16,0.44
2023-08-28,2023-08-28,"ACEVICHADO ROLL",18-24,7,7,0,,0.01
2022-10-14,2022-10-14,ACHIFADO,25-34,100,107,5,29,1.31
2023-08-26,2023-08-26,"ACEVICHADO ROLL",65+,14,14,0,,0.05
2022-10-14,2022-10-14,ACHIFADO,18-24,18,18,1,3,0.11
2023-08-26,2023-08-26,"ACEVICHADO ROLL",55-64,27,28,0,,0.14
2022-10-13,2022-10-13,"COMBOS MIX",45-54,652,750,10,5,11.86
2023-08-26,2023-08-26,"ACEVICHADO ROLL",45-54,19,19,0,,0.12
2022-10-13,2022-10-13,PASSION,45-54,58,60,0,,0.94
2023-08-26,2023-08-26,"ACEVICHADO ROLL",35-44,6,6,0,,0
2022-10-13,2022-10-13,PASSION,35-44,182,192,2,1,4.1
2023-08-26,2023-08-26,"ACEVICHADO ROLL",25-34,7,7,0,,0.02
2022-10-13,2022-10-13,PASSION,25-34,286,300,3,2,2.27
2023-08-26,2023-08-26,"ACEVICHADO ROLL",18-24,6,6,0,,0.01
2022-10-13,2022-10-13,PASSION,18-24,105,108,0,,0.51
2023-08-26,2023-08-26,"ACEVICHADO ROLL",65+,26,27,0,,0.17
2022-10-12,2022-10-12,ACHIFADO,45-54,21,23,0,,0.18
2023-08-26,2023-08-26,"ACEVICHADO ROLL",55-64,17,17,0,,0.05
2022-10-12,2022-10-12,ACHIFADO,35-44,59,61,1,3,1.07
2023-08-26,2023-08-26,"ACEVICHADO ROLL",45-54,12,12,2,1,0.07
2022-10-12,2022-10-12,ACHIFADO,25-34,68,74,0,,0.92
2023-08-26,2023-08-26,"ACEVICHADO ROLL",35-44,5,6,0,,0.01
2022-10-12,2022-10-12,ACHIFADO,18-24,28,30,0,,0.15
2023-08-26,2023-08-26,"ACEVICHADO ROLL",25-34,4,4,0,,0
2022-10-12,2022-10-12,PASSION,45-54,17,18,2,2,0.39
2023-08-26,2023-08-26,"ACEVICHADO ROLL",18-24,6,6,0,,0
2022-10-12,2022-10-12,PASSION,35-44,39,41,0,2,0.82
2023-08-25,2023-08-25,"ACEVICHADO ROLL",18-24,28,28,0,,0.07
2022-10-12,2022-10-12,PASSION,25-34,56,65,2,,1.02
2023-08-25,2023-08-25,"ACEVICHADO ROLL",65+,6,7,0,,0.05
2022-10-12,2022-10-12,PASSION,18-24,32,32,1,2,0.11
2023-08-25,2023-08-25,"ACEVICHADO ROLL",55-64,4,5,2,,0.04
2022-10-11,2022-10-11,"COMBOS MIX",18-24,716,854,3,6,5.2
2023-08-25,2023-08-25,"ACEVICHADO ROLL",45-54,5,6,2,,0.03
2022-10-11,2022-10-11,ACHIFADO,45-54,33,36,1,2,0.688583
2023-08-25,2023-08-25,"ACEVICHADO ROLL",35-44,4,4,0,,0.04
2022-10-11,2022-10-11,ACHIFADO,35-44,112,122,0,2,1.985914
2023-08-25,2023-08-25,"ACEVICHADO ROLL",25-34,3,3,0,,0.02
2022-10-11,2022-10-11,ACHIFADO,25-34,147,154,1,1,1.916057
2023-08-25,2023-08-25,"ACEVICHADO ROLL",18-24,204,216,1,,0.62
2022-10-11,2022-10-11,ACHIFADO,18-24,49,51,0,,0.269446
2023-08-24,2023-08-24,"ACEVICHADO ROLL",65+,9,10,0,,0.1
2022-10-11,2022-10-11,PASSION,45-54,27,28,0,,0.521215
2023-08-24,2023-08-24,"ACEVICHADO ROLL",45-54,4,5,0,,0.04
2022-10-11,2022-10-11,PASSION,35-44,99,107,0,1,1.874369
2023-08-24,2023-08-24,"ACEVICHADO ROLL",35-44,4,5,0,,0.05
2022-10-11,2022-10-11,PASSION,25-34,113,123,2,,1.583692
2023-08-24,2023-08-24,"ACEVICHADO ROLL",25-34,3,3,0,,0.01
2022-10-11,2022-10-11,PASSION,18-24,45,46,0,,0.310724
2023-08-24,2023-08-24,"ACEVICHADO ROLL",18-24,1,1,0,,0
2022-10-11,2022-10-11,VIDEOS,45-54,217,230,7,54,5.48
2023-08-23,2023-08-23,"ACEVICHADO ROLL",65+,3,3,0,,0.04
2022-10-11,2022-10-11,VIDEOS,25-34,246,257,4,47,3.22
2023-08-23,2023-08-23,"ACEVICHADO ROLL",35-44,4,5,0,,0.03
2022-10-11,2022-10-11,VIDEOS,18-24,57,60,0,5,0.47
2023-08-23,2023-08-23,"ACEVICHADO ROLL",25-34,4,4,0,,0
2022-10-09,2022-10-09,VIDEOS,45-54,53,54,3,12,0.71
2023-08-23,2023-08-23,"ACEVICHADO ROLL",18-24,1,1,0,,0
2022-10-09,2022-10-09,VIDEOS,35-44,137,142,0,21,1.47
2023-08-09,2023-08-09,"ACEVICHADO ROLL",45-54,55,57,0,,0.62
2022-10-09,2022-10-09,VIDEOS,25-34,120,122,0,22,1.03
2023-08-09,2023-08-09,"ACEVICHADO ROLL",35-44,171,176,0,,1.28
2022-10-09,2022-10-09,VIDEOS,18-24,31,32,0,5,0.16
2023-08-09,2023-08-09,"ACEVICHADO ROLL",18-24,212,224,1,,0.77
2022-10-08,2022-10-08,VIDEOS,45-54,180,189,3,32,5.3
2023-08-08,2023-08-08,"ACEVICHADO ROLL",45-54,83,87,0,,0.83
2022-10-08,2022-10-08,VIDEOS,35-44,452,471,14,104,8.57
2023-08-08,2023-08-08,"ACEVICHADO ROLL",35-44,219,234,3,,1.71
2022-10-08,2022-10-08,VIDEOS,25-34,421,444,7,66,5.78
2023-08-08,2023-08-08,"ACEVICHADO ROLL",25-34,409,440,0,,2.14
2022-10-08,2022-10-08,VIDEOS,18-24,136,140,0,8,1.24
2023-08-07,2023-08-07,"ACEVICHADO ROLL",45-54,84,89,0,,0.94
2022-10-07,2022-10-07,AD3,45-54,424,469,14,148,10.02
2023-08-05,2023-08-05,"ACEVICHADO ROLL",35-44,306,338,1,,2.13
2022-10-07,2022-10-07,AD3,25-34,857,967,18,184,11.54
2023-08-04,2023-08-04,"ACEVICHADO ROLL",45-54,9,9,0,,0.09
2022-10-07,2022-10-07,AD3,18-24,197,224,2,41,1.6
2023-08-04,2023-08-04,"ACEVICHADO ROLL",35-44,12,13,0,,0.13
2022-10-07,2022-10-07,AD3,45-54,4,4,0,1,0.07
2023-08-04,2023-08-04,"ACEVICHADO ROLL",25-34,34,35,0,,0.19
2022-10-07,2022-10-07,AD3,25-34,9,9,0,1,0.07
2023-08-04,2023-08-04,"ACEVICHADO ROLL",18-24,23,25,0,,0.07
2022-10-07,2022-10-07,AD3,18-24,2,3,0,1,0
2023-08-01,2023-08-01,"50 SALMÃO",18-24,0,0,0,,0
2022-10-07,2022-10-07,AD3,35-44,1588,1825,27,451,27.11
2023-07-25,2023-07-25,"ACEVICHADO ROLL",45-54,164,169,0,1,1.64
2022-10-07,2022-10-07,AD3,25-34,1632,1842,30,406,19.35
2023-07-20,2023-07-20,"ACEVICHADO ROLL",18-24,149,152,4,,0.36
2022-10-07,2022-10-07,AD3,18-24,423,478,3,78,3.39
2023-07-18,2023-07-18,"ACEVICHADO ROLL",25-34,238,253,3,,0.74
2022-10-07,2022-10-07,AD3,45-54,1,1,0,1,0
2023-07-18,2023-07-18,"50 SALMÃO",45-54,11,11,0,,0.35
2022-10-07,2022-10-07,AD3,25-34,2,2,1,1,0.1
2023-07-18,2023-07-18,"50 SALMÃO",35-44,29,31,0,,0.66
2022-10-06,2022-10-06,AD3,45-54,320,342,5,102,6.49
2023-07-18,2023-07-18,"50 SALMÃO",25-34,32,34,1,,0.49
2022-10-06,2022-10-06,AD3,35-44,943,1011,9,220,18.27
2023-07-18,2023-07-18,"50 SALMÃO",18-24,8,9,0,,0.07
2022-10-06,2022-10-06,AD3,25-34,1067,1138,12,180,11.77
2023-07-18,2023-07-18,"ACEVICHADO ROLL",18-24,67,73,1,,0.83
2022-10-06,2022-10-06,AD3,18-24,385,407,0,51,2.41
2023-07-07,2023-07-07,"SALMÃO - SKIN",45-54,15,15,0,,0.13
2022-10-06,2022-10-06,AD3,13-17,1,1,0,,0
2023-07-07,2023-07-07,"SALMÃO - SKIN",35-44,45,47,3,1,0.64
2022-10-06,2022-10-06,AD3,45-54,1,1,0,1,0
2023-07-07,2023-07-07,"SALMÃO - SKIN",25-34,59,60,0,,0.63
2022-10-06,2022-10-06,AD3,35-44,10,10,0,3,0.12
2023-07-07,2023-07-07,"SALMÃO - SKIN",18-24,21,21,1,,0.23
2022-10-06,2022-10-06,AD3,25-34,12,12,0,2,0.1
2023-07-07,2023-07-07,"50 MIX",45-54,4,4,0,,0.02
2022-10-06,2022-10-06,AD3,18-24,3,3,0,1,0.07
2023-07-07,2023-07-07,"50 MIX",35-44,12,12,1,,0.17
2022-10-05,2022-10-05,AD3,45-54,202,211,0,62,3.121207
2023-07-07,2023-07-07,"50 MIX",25-34,9,9,0,,0.05
2022-10-05,2022-10-05,AD3,13-17,1,1,0,,0.01988
